Country|Year|Team|Link|Value|Difference|Age|AbroadPlayers
Scotland|2018|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2018|€11.28m|€268k|23,9|15
Finland|2009|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2009|€12.45m|€377k|24,4|8
Finland|2009|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2009|€6.45m|€208k|21,3|9
Finland|2009|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2009|€6.25m|€272k|23,0|11
Finland|2009|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2009|€4.90m|€233k|24,2|4
Finland|2009|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2009|€3.18m|€122k|23,2|6
Finland|2010|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2010|€12.85m|€313k|23,5|9
Finland|2010|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2010|€6.98m|€205k|22,6|13
Finland|2010|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2010|€5.95m|€198k|23,2|7
Finland|2010|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2010|€4.90m|€196k|23,9|7
Finland|2010|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2010|€4.85m|€173k|23,0|11
Finland|2011|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2011|€13.53m|€330k|24,0|6
Finland|2011|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2011|€8.68m|€202k|24,0|19
Finland|2011|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2011|€4.20m|€135k|23,9|8
Finland|2011|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2011|€4.15m|€160k|22,1|8
Finland|2011|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2011|€4.08m|€120k|23,1|15
Finland|2012|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2012|€12.78m|€376k|25,1|3
Finland|2012|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2012|€8.05m|€183k|23,6|13
Finland|2012|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2012|€6.95m|€178k|22,3|12
Finland|2012|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2012|€4.18m|€87k|22,8|25
Finland|2012|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2012|€3.95m|€127k|23,5|11
Finland|2013|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2013|€8.90m|€207k|22,7|5
Finland|2013|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2013|€5.88m|€245k|23,8|7
Finland|2013|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2013|€4.43m|€148k|24,6|14
Finland|2013|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2013|€2.80m|€117k|24,8|7
Finland|2013|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2013|€2.40m|€83k|21,5|8
Finland|2014|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2014|€15.35m|€252k|22,7|15
Finland|2014|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2014|€5.90m|€184k|23,2|13
Finland|2014|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2014|€4.70m|€115k|23,1|11
Finland|2014|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2014|€4.10m|€117k|22,5|12
Finland|2014|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2014|€3.90m|€115k|22,0|12
Finland|2015|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2015|€15.20m|€323k|22,9|17
Finland|2015|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2015|€4.85m|€147k|22,7|10
Finland|2015|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2015|€4.45m|€111k|23,8|12
Finland|2015|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2015|€3.00m|€143k|26,1|10
Finland|2015|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2015|€2.28m|€69k|22,3|11
Finland|2016|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2016|€9.93m|€211k|22,7|19
Finland|2016|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2016|€3.88m|€111k|23,4|9
Finland|2016|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2016|€3.85m|€113k|24,4|15
Finland|2016|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2016|€3.78m|€130k|21,5|7
Finland|2016|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2016|€2.45m|€107k|23,8|6
Finland|2017|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2017|€6.55m|€149k|21,9|14
Finland|2017|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2017|€5.15m|€156k|22,1|11
Finland|2017|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2017|€4.55m|€117k|24,3|20
Finland|2017|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2017|€3.35m|€96k|23,5|13
Finland|2017|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2017|€2.89m|€90k|22,1|6
Finland|2018|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2018|€8.03m|€171k|23,0|16
Finland|2018|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2018|€4.45m|€127k|22,5|12
Finland|2018|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2018|€3.55m|€122k|22,9|9
Finland|2018|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2018|€2.10m|€68k|21,7|7
Finland|2018|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2018|€2.03m|€81k|22,9|10
Norway|2009|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2009|€28.05m|€801k|23,3|13
Norway|2009|Molde FK|/molde-fk/startseite/verein/687/saison_id/2009|€14.85m|€530k|24,0|10
Norway|2009|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2009|€10.00m|€345k|24,7|8
Norway|2009|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2009|€9.25m|€330k|22,8|10
Norway|2009|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2009|€6.08m|€217k|22,4|8
Norway|2009|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2009|€2.38m|€103k|24,7|11
Norway|2010|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2010|€34.95m|€852k|23,3|15
Norway|2010|Molde FK|/molde-fk/startseite/verein/687/saison_id/2010|€22.75m|€569k|23,1|15
Norway|2010|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2010|€14.65m|€523k|23,5|11
Norway|2010|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2010|€9.88m|€329k|22,3|13
Norway|2010|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2010|€8.18m|€264k|21,4|5
Norway|2010|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2010|€5.35m|€184k|23,6|10
Norway|2011|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2011|€24.18m|€780k|22,7|12
Norway|2011|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2011|€15.28m|€493k|24,4|12
Norway|2011|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2011|€14.88m|€438k|22,5|13
Norway|2011|Molde FK|/molde-fk/startseite/verein/687/saison_id/2011|€12.73m|€489k|22,7|9
Norway|2011|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2011|€8.13m|€290k|22,7|9
Norway|2011|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2011|€7.00m|€226k|21,7|7
Norway|2012|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2012|€26.38m|€754k|23,4|14
Norway|2012|Molde FK|/molde-fk/startseite/verein/687/saison_id/2012|€23.80m|€553k|21,8|15
Norway|2012|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2012|€19.35m|€509k|22,3|12
Norway|2012|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2012|€12.83m|€377k|21,8|6
Norway|2012|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2012|€11.53m|€397k|24,0|8
Norway|2012|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2012|€11.25m|€375k|23,4|11
Norway|2013|Molde FK|/molde-fk/startseite/verein/687/saison_id/2013|€25.55m|€691k|22,5|11
Norway|2013|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2013|€23.15m|€798k|23,6|10
Norway|2013|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2013|€14.50m|€403k|22,8|9
Norway|2013|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2013|€9.60m|€417k|24,1|9
Norway|2013|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2013|€8.93m|€308k|23,0|8
Norway|2013|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2013|€7.08m|€337k|24,4|5
Norway|2014|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2014|€20.93m|€654k|23,0|12
Norway|2014|Molde FK|/molde-fk/startseite/verein/687/saison_id/2014|€20.70m|€690k|23,5|8
Norway|2014|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2014|€16.60m|€503k|23,3|9
Norway|2014|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2014|€13.55m|€399k|23,5|14
Norway|2014|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2014|€7.05m|€271k|23,8|5
Norway|2014|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2014|€4.03m|€155k|22,0|9
Norway|2015|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2015|€22.85m|€672k|23,7|13
Norway|2015|Molde FK|/molde-fk/startseite/verein/687/saison_id/2015|€18.80m|€508k|23,1|13
Norway|2015|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2015|€16.55m|€460k|23,8|9
Norway|2015|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2015|€8.73m|€336k|23,5|8
Norway|2015|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2015|€6.58m|€244k|21,7|9
Norway|2015|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2015|€4.58m|€191k|22,0|9
Norway|2016|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2016|€24.55m|€629k|23,1|14
Norway|2016|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2016|€15.80m|€376k|24,0|12
Norway|2016|Molde FK|/molde-fk/startseite/verein/687/saison_id/2016|€11.43m|€317k|21,5|15
Norway|2016|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2016|€10.83m|€309k|22,2|8
Norway|2016|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2016|€7.00m|€233k|22,1|11
Norway|2016|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2016|€5.23m|€174k|22,8|14
Norway|2017|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2017|€23.45m|€586k|22,9|14
Norway|2017|Molde FK|/molde-fk/startseite/verein/687/saison_id/2017|€12.70m|€385k|22,3|13
Norway|2017|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2017|€10.85m|€350k|23,7|3
Norway|2017|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2017|€8.93m|€241k|22,5|14
Norway|2017|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2017|€8.45m|€235k|21,8|14
Norway|2017|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2017|€4.73m|€169k|22,8|12
Norway|2018|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2018|€24.25m|€638k|23,2|11
Norway|2018|Molde FK|/molde-fk/startseite/verein/687/saison_id/2018|€15.05m|€342k|22,9|13
Norway|2018|Strømsgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2018|€10.75m|€250k|22,2|8
Norway|2018|Vålerenga|/valerenga-oslo/startseite/verein/76/saison_id/2018|€9.03m|€258k|22,8|12
Norway|2018|Lillestrøm SK|/lillestrom-sk/startseite/verein/353/saison_id/2018|€7.28m|€220k|23,4|15
Norway|2018|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2018|€6.23m|€195k|21,9|12
Cyprus|2009|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2009|€26.15m|€769k|27,6|20
Cyprus|2009|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2009|€24.88m|€802k|26,1|18
Cyprus|2009|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2009|€17.55m|€548k|27,7|16
Cyprus|2009|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2009|€11.45m|€327k|25,6|20
Cyprus|2009|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2009|€9.43m|€349k|25,7|21
Cyprus|2010|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2010|€19.45m|€442k|25,8|27
Cyprus|2010|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2010|€18.50m|€638k|26,2|16
Cyprus|2010|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2010|€15.08m|€377k|25,7|24
Cyprus|2010|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2010|€14.28m|€510k|27,6|15
Cyprus|2010|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2010|€9.43m|€314k|25,5|18
Cyprus|2011|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2011|€18.95m|€677k|29,0|18
Cyprus|2011|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2011|€18.85m|€539k|26,9|22
Cyprus|2011|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2011|€17.40m|€580k|26,7|20
Cyprus|2011|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2011|€11.35m|€405k|25,9|20
Cyprus|2011|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2011|€9.20m|€329k|27,1|21
Cyprus|2012|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2012|€23.40m|€807k|28,9|19
Cyprus|2012|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2012|€16.45m|€514k|26,8|21
Cyprus|2012|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2012|€15.95m|€532k|25,6|19
Cyprus|2012|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2012|€12.20m|€407k|26,2|21
Cyprus|2012|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2012|€12.08m|€345k|25,1|18
Cyprus|2013|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2013|€20.75m|€576k|26,8|21
Cyprus|2013|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2013|€13.40m|€432k|25,7|25
Cyprus|2013|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2013|€13.15m|€376k|25,7|19
Cyprus|2013|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2013|€11.00m|€355k|25,7|20
Cyprus|2013|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2013|€10.38m|€259k|23,7|21
Cyprus|2014|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2014|€19.85m|€567k|26,1|17
Cyprus|2014|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2014|€14.75m|€434k|26,0|23
Cyprus|2014|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2014|€13.20m|€347k|25,0|21
Cyprus|2014|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2014|€12.00m|€400k|23,6|16
Cyprus|2014|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2014|€10.80m|€348k|25,5|24
Cyprus|2015|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2015|€19.63m|€503k|25,7|18
Cyprus|2015|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2015|€16.35m|€430k|25,8|24
Cyprus|2015|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2015|€16.28m|€452k|24,7|20
Cyprus|2015|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2015|€13.33m|€444k|24,1|19
Cyprus|2015|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2015|€8.03m|€229k|24,5|21
Cyprus|2016|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2016|€22.10m|€597k|26,1|20
Cyprus|2016|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2016|€18.20m|€396k|24,8|24
Cyprus|2016|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2016|€14.45m|€361k|24,7|21
Cyprus|2016|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2016|€11.28m|€342k|25,0|22
Cyprus|2016|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2016|€9.63m|€267k|24,8|19
Cyprus|2017|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2017|€24.75m|€669k|26,6|24
Cyprus|2017|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2017|€16.58m|€425k|25,4|23
Cyprus|2017|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2017|€15.35m|€394k|24,7|23
Cyprus|2017|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2017|€13.40m|€462k|25,4|19
Cyprus|2017|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2017|€10.25m|€301k|25,1|21
Cyprus|2018|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2018|€27.30m|€635k|25,7|27
Cyprus|2018|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2018|€18.88m|€449k|24,1|20
Cyprus|2018|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2018|€16.15m|€394k|24,1|25
Cyprus|2018|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2018|€16.05m|€391k|24,2|23
Cyprus|2018|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2018|€12.68m|€317k|24,6|21
Belarus|2009|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2009|€10.30m|€368k|22,6|4
Belarus|2009|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2009|€6.08m|€184k|23,2|9
Belarus|2009|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2009|€1.30m|€50k|25,0|2
Belarus|2009|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2009|€700k|€32k|25,7|5
Belarus|2009|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2009|€650k|€24k|23,0|4
Belarus|2009|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2009|€150k|€7k|24,3|5
Belarus|2010|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2010|€13.98m|€358k|22,4|9
Belarus|2010|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2010|€11.30m|€231k|21,9|11
Belarus|2010|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2010|€6.33m|€181k|24,9|5
Belarus|2010|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2010|€5.15m|€147k|24,7|8
Belarus|2010|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2010|€5.10m|€176k|25,4|4
Belarus|2010|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2010|€5.03m|€136k|24,6|9
Belarus|2011|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2011|€21.98m|€523k|23,4|6
Belarus|2011|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2011|€12.33m|€257k|24,7|12
Belarus|2011|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2011|€11.95m|€266k|22,5|12
Belarus|2011|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2011|€9.70m|€323k|26,3|8
Belarus|2011|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2011|€7.83m|€237k|25,4|7
Belarus|2011|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2011|€5.88m|€190k|23,9|1
Belarus|2012|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2012|€23.65m|€657k|24,6|3
Belarus|2012|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2012|€18.63m|€405k|23,5|15
Belarus|2012|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2012|€9.50m|€216k|25,9|10
Belarus|2012|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2012|€8.10m|€312k|27,6|7
Belarus|2012|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2012|€7.90m|€226k|24,0|6
Belarus|2012|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2012|€6.93m|€223k|24,9|11
Belarus|2013|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2013|€23.70m|€741k|25,2|4
Belarus|2013|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2013|€13.25m|€390k|24,6|12
Belarus|2013|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2013|€9.05m|€292k|27,2|9
Belarus|2013|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2013|€7.80m|€269k|25,6|7
Belarus|2013|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2013|€6.85m|€201k|23,7|7
Belarus|2013|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2013|€5.95m|€198k|27,2|9
Belarus|2014|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2014|€22.63m|€665k|24,7|7
Belarus|2014|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2014|€16.50m|€485k|24,5|14
Belarus|2014|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2014|€10.60m|€312k|27,3|12
Belarus|2014|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2014|€6.88m|€181k|24,9|7
Belarus|2014|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2014|€5.55m|€231k|27,6|5
Belarus|2014|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2014|€4.80m|€155k|22,0|3
Belarus|2015|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2015|€20.03m|€435k|23,2|7
Belarus|2015|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2015|€14.45m|€352k|25,0|12
Belarus|2015|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2015|€9.10m|€276k|27,1|7
Belarus|2015|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2015|€8.88m|€222k|26,6|10
Belarus|2015|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2015|€5.40m|€154k|21,7|7
Belarus|2015|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2015|€3.98m|€133k|25,4|3
Belarus|2016|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2016|€21.80m|€559k|24,3|9
Belarus|2016|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2016|€12.55m|€292k|24,6|12
Belarus|2016|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2016|€11.25m|€281k|25,5|13
Belarus|2016|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2016|€7.68m|€187k|24,6|11
Belarus|2016|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2016|€5.18m|€133k|25,2|6
Belarus|2016|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2016|€4.80m|€137k|22,2|7
Belarus|2017|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2017|€21.50m|€538k|25,0|12
Belarus|2017|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2017|€14.80m|€296k|23,8|12
Belarus|2017|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2017|€14.43m|€361k|25,5|16
Belarus|2017|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2017|€8.43m|€187k|24,5|16
Belarus|2017|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2017|€5.60m|€156k|25,4|10
Belarus|2017|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2017|€4.98m|€113k|22,6|12
Belarus|2018|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2018|€21.53m|€439k|23,6|15
Belarus|2018|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2018|€18.93m|€350k|24,6|17
Belarus|2018|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2018|€14.75m|€307k|24,8|19
Belarus|2018|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2018|€9.25m|€210k|24,8|12
Belarus|2018|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2018|€6.15m|€137k|23,0|13
Belarus|2018|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2018|€5.35m|€127k|24,9|10
Slovakia|2009|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2009|€7.48m|€227k|24,6|9
Slovakia|2009|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2009|€5.18m|€152k|22,6|13
Slovakia|2009|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2009|€4.85m|€121k|24,1|14
Slovakia|2009|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2009|€2.03m|€52k|23,5|10
Slovakia|2009|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2009|€1.95m|€53k|23,1|8
Slovakia|2010|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2010|€11.73m|€345k|23,9|8
Slovakia|2010|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2010|€6.23m|€173k|23,9|12
Slovakia|2010|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2010|€5.00m|€161k|24,6|13
Slovakia|2010|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2010|€4.68m|€138k|23,1|10
Slovakia|2010|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2010|€2.38m|€79k|23,6|7
Slovakia|2011|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2011|€14.30m|€333k|24,6|10
Slovakia|2011|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2011|€8.70m|€218k|25,1|11
Slovakia|2011|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2011|€8.23m|€242k|24,1|10
Slovakia|2011|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2011|€7.33m|€215k|24,3|19
